design_id,recipe_id,output_name,power_switch,tech_lib,tech_lib_path,tech_runtime_path,tech_super_path,tech_map,tech_lib_command
ac97_ctrl_orig,abc0,ac97_ctrl_orig_abc0_opt,13169.38,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc1,ac97_ctrl_orig_abc1_opt,11577.09,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc10,ac97_ctrl_orig_abc10_opt,13657.26,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc11,ac97_ctrl_orig_abc11_opt,11368.75,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc12,ac97_ctrl_orig_abc12_opt,11262.45,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc13,ac97_ctrl_orig_abc13_opt,11865.94,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc14,ac97_ctrl_orig_abc14_opt,12079.41,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc15,ac97_ctrl_orig_abc15_opt,12272.42,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc2,ac97_ctrl_orig_abc2_opt,11781.45,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc3,ac97_ctrl_orig_abc3_opt,12695.25,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc4,ac97_ctrl_orig_abc4_opt,11656.58,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc5,ac97_ctrl_orig_abc5_opt,12280.69,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc6,ac97_ctrl_orig_abc6_opt,11288.99,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc7,ac97_ctrl_orig_abc7_opt,12713.35,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc8,ac97_ctrl_orig_abc8_opt,11143.07,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
ac97_ctrl_orig,abc9,ac97_ctrl_orig_abc9_opt,12298.29,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc0,aes_orig_abc0_opt,18304.12,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc1,aes_orig_abc1_opt,19304.29,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc10,aes_orig_abc10_opt,19532.75,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc11,aes_orig_abc11_opt,18073.37,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc12,aes_orig_abc12_opt,18810.73,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc13,aes_orig_abc13_opt,18425.48,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc14,aes_orig_abc14_opt,18903.83,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc15,aes_orig_abc15_opt,18683.84,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc2,aes_orig_abc2_opt,19242.5,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc3,aes_orig_abc3_opt,19662.52,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc4,aes_orig_abc4_opt,18557.5,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc5,aes_orig_abc5_opt,19741.61,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc6,aes_orig_abc6_opt,20023.69,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc7,aes_orig_abc7_opt,18539.91,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc8,aes_orig_abc8_opt,18655.95,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_orig,abc9,aes_orig_abc9_opt,18451.92,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_secworks_orig,abc0,aes_secworks_orig_abc0_opt,22938.58,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_secworks_orig,abc1,aes_secworks_orig_abc1_opt,21912.39,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_secworks_orig,abc10,aes_secworks_orig_abc10_opt,24392.77,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_secworks_orig,abc11,aes_secworks_orig_abc11_opt,21556.69,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_secworks_orig,abc12,aes_secworks_orig_abc12_opt,23448.29,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
aes_secworks_orig,abc13,aes_secworks_orig_abc13_opt,22725.79,cadence.genlib,C:\Users\daksh\Desktop\Semester 6\CS533 - ML for EDA\abc-master\tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.genlib,C:\Users\daksh\AppData\Local\Temp\abc_tech_lib\cadence.super,map -B 0.9,read_library /mnt/c/Users/daksh/AppData/Local/Temp/abc_tech_lib/cadence.genlib
